Cell Line,Tissue,H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2,Medium Condition
HCC1599,Breast,-0.23159391,0.107465018,-0.008025027,0.531954951,-0.953632132,-0.09683306,-0.034063151,-0.777641766,-0.263419264,-0.185220968,0.149478304,0.577997576,0.429897644,0.030901593,-0.209427923,-0.245496253,0.104410937,0.486599535,-0.038486185,-1.251407931,-0.779374892,-0.403433315,-0.407342309,-1.361129747,-0.397780609,-0.574629918,-0.083959502,-1.283315264,-0.202053568,0.402294417,-0.756776593,-0.029842857,0.06413161,-0.159787484,-0.620758739,0.409323715,-0.291562836,0.225955605,0.217832914,-0.688082307,0.37793967,-0.795125471,RPMI
MOTN1,Haematopoietic And Lymphoid Tissue,-0.100872306,-0.623696795,0.74044989,-0.246985868,0.094925407,-0.152037642,-0.174771618,-0.736068325,0.81743116,0,0.071884681,-0.009062126,-0.427220129,0.43657693,-0.051928291,-0.433460046,-0.308979067,-0.59870462,,0.540370448,0.134414007,0.422496246,0.360486817,0.494246212,-0.370122926,-0.362575712,-0.434190495,0.49343608,-0.550092867,-1.16651852,0.182785939,-0.352086331,-0.491832173,-0.502058968,0.263172091,0.555467176,-1.128722937,-0.1838516,,0,-0.4368782,-0.231128706,RPMI
OCIAML3,Haematopoietic And Lymphoid Tissue,-0.167174048,-0.748391468,-0.739577256,-0.005381304,-0.126470625,-0.155704199,0.043821974,-0.463772541,-0.626488556,0.564193863,0.33818721,0.492566681,0.223083238,-0.186644517,0.003385245,-0.493560111,-0.352639981,-0.54053452,,-0.252152835,-0.679593436,-0.653713705,-0.905833921,-0.051301897,-0.081395806,-0.146496616,-0.093652905,-0.353382592,0.125765203,0.237243979,-0.122227827,0.269959283,-0.972701426,-1.026494934,-1.280864915,-1.213678989,-1.098200491,-0.183277034,,-0.194720927,-0.013541292,0.158549597,Alpha-MEM
SUDHL10,Haematopoietic And Lymphoid Tissue,-0.232342997,-1.15312291,-0.358241022,-0.140447262,0.460720773,-0.251219714,-0.999646118,-0.577637182,1.372588028,0.524296068,-0.080501821,-0.485689118,-0.833813781,1.23531297,-0.38278481,-0.255077999,0.346212989,-0.174916186,-0.927178629,1.32427198,0.485745728,1.176989725,0.830578763,0.437760689,-1.081469366,-0.473003271,-1.314220575,-1.485954758,-2.329243602,-2.817539712,1.709957199,0.691601915,0.461517913,0.34360865,0.215820955,0.547356561,-0.797682476,-0.1238386,-0.03386145,-0.32094506,-0.83737829,-1.063259396,RPMI
SUDHL4,Haematopoietic And Lymphoid Tissue,-0.010048552,-0.616987566,0.005557016,0.207915393,0.766113703,0.388270562,-0.234105916,-0.779064265,0.099565839,-0.124180911,-0.377450411,-1.142875166,-1.716318454,-0.919413362,-0.018829256,-0.387346029,-0.099839797,-0.865671744,0.508755692,0.738990462,-0.243070134,0.738034141,0.411028644,0.779143832,-0.968046793,-1.51422647,-0.894613579,-0.498581717,-1.640418519,-2.335025245,1.855110312,0.979028112,0.84421375,-0.177985164,-1.155402689,-0.623822877,-0.12006227,-0.257845926,-0.039476757,-0.143383411,-0.543221118,-0.473268072,RPMI
RH41,Soft Tissue,-0.0339,0.153340457,0.075883378,,-0.109500043,0.197911637,0.062662573,-0.343518354,-0.679028052,0.269701964,0.252070179,0.251362674,-0.180852413,-0.083735671,-0.203562398,0.507432231,0.592239529,0.652190334,-0.578525462,-0.325541744,1.094190875,1.196274819,0.45998051,-0.729062112,0.301165208,0.994353795,-0.31151946,-0.689607043,-0.635405701,0.182410274,0.19713293,-0.365875393,-0.110520979,1.312178283,1.416202949,0.315568979,-0.710101849,0.010003128,-0.002976641,0.085559662,0.124432928,-0.322827941,RPMI
OCILY19,Haematopoietic And Lymphoid Tissue,-0.037926307,-0.967356195,-0.094017447,0.342660459,-0.125974906,-0.026231071,0.078579236,-0.788891149,-1.319145873,0.339513959,0.367467581,0.741095309,0.504633702,-1.134155276,-0.109978345,0.100877414,0.313925509,0.204837337,-0.038882195,-0.167723966,-0.349465856,0.325025294,-0.390177214,-0.030338677,-0.327074579,-0.182309111,-0.058826914,0.55632329,0.142687507,-0.116504636,0.795966705,0.418750298,0.470867981,0.243396632,-0.285827984,0.040411342,-0.34476758,-0.062231589,0.225498029,0.084520414,-0.005017361,0.050512254,Alpha-MEM
MOLM6,Haematopoietic And Lymphoid Tissue,-0.520048136,0.220419884,0.09729163,-0.231652519,-0.701610216,-0.2036614,0.515005523,0.336359571,-0.989899963,-0.487823786,-0.187527095,0.180450061,0.564015521,-0.857098688,0.112491753,0.459634145,0.213767205,0.342152598,1.781357925,-0.285270028,-0.348211046,1.341810038,0.042044522,-0.103829639,-0.250152537,0.574487395,0.002193352,0.376129035,-0.108299002,0.066580311,0.901744102,0.161031009,0.719893205,0.611200249,0.428881387,1.146949984,0.234472519,0.073322124,0.053972517,0.002641191,0.578139664,0.971729739,RPMI
SKMM2,Haematopoietic And Lymphoid Tissue,0.165147409,-0.551188412,0.225739721,0.175040797,-0.276447833,0.11364261,0.838148881,-0.548536496,-0.389390368,-0.197915703,0.195950062,0.252325987,0.060232672,-0.516593102,-0.13724043,-0.575768665,-0.026326253,-0.759619161,,-1.072531873,-1.179205977,-0.351152371,-0.201963492,0.068342462,-0.771654216,-0.709089331,0.120690141,0.50873816,0.005698103,-0.718513201,1.301829179,0.273926949,-1.595778604,,-1.168228428,-1.195476038,-0.820461296,0.002246283,,-0.05047223,0.07084859,0.000251238,RPMI
KASUMI6,Haematopoietic And Lymphoid Tissue,-0.375023452,-0.366312503,-0.392702315,-0.187877356,-0.966969264,-0.546999274,-0.067708836,-0.346564208,-1.043666702,-0.695287909,-0.275887944,0.530351791,0.508754873,-0.802318507,-0.143046248,0.008237554,-0.301623265,-0.386774823,,-0.573855813,-0.246696326,-0.340686906,-0.470834195,-0.133498685,-0.110226586,0.031995549,-0.071676289,0,-0.209635162,-0.330201693,-0.22910196,-0.268780033,-0.59285327,-0.684404561,-0.284612106,-0.142076893,-0.468209634,-0.201098116,,-0.213601934,0.141368642,0.408123406,RPMI
UACC893,Breast,-0.010204005,0.081121971,-0.254266724,-1.552155802,-0.419703146,-0.352309097,-0.149449916,0.872871651,-0.220124758,-0.18382176,-0.058365916,0.074371571,0.561173998,0.176704186,-0.057708203,0.260414211,-0.145182402,0.511566128,,-0.715247465,-0.41546375,-0.537239879,-1.208619613,-0.046616176,0.173011159,-0.465904751,-0.683380686,-0.182651121,-0.005698103,0.031816849,-0.837699235,-0.090449282,-0.391273043,,-0.330608588,-0.542391411,1.016575533,-0.127432989,,0.042225422,0.0103581,0.109449898,L15
MINO,Haematopoietic And Lymphoid Tissue,0.313038432,-0.553478314,-0.025332883,0.238868903,0.116684588,0.239375872,0.280680814,-0.289095989,-0.235957832,0.336594062,0.450082694,0.459895819,0.008895451,-0.214157543,-0.039409249,-0.380472195,-0.289508717,-0.799295987,,0,-0.707656588,-0.832562746,-0.660253335,0.159291891,-0.554276282,-0.580506622,0.035852291,0.82342107,-0.433788318,-0.684410712,0.902909352,0.605993428,-0.018540486,-1.190663588,-1.516540741,-1.521727735,-0.47413661,-0.034625313,,0.143766333,-0.321434212,-0.664263638,RPMI
CHP126,Autonomic Ganglia,-0.20979116,0.287271221,1.2622483,0.72510047,0.004025105,0.010036978,-0.525687149,0.16921435,0.390907446,0.783324859,0.331919991,0.608062974,0.217497152,0.825710941,0.145805111,0.181633417,0.423817042,0.598310963,-3.695104402,-0.420595688,0.390242399,0.522027267,0.362934231,-1.094026748,-0.022752909,1.012328108,0.386745878,-0.210773632,0.338269615,0.109338316,0.443349773,-0.459681809,-1.400710718,1.015958467,0.276848891,0.134694973,0.857184109,0.116397196,-0.619877571,0.219194783,-0.015946577,-0.439771995,RPMI
COLO680N,Oesophagus,-0.591702922,-0.036143917,-0.247553096,0.048857735,-0.014153576,-0.214266699,-0.418097579,-0.338819036,0.169930702,-0.247267505,-0.204234454,-0.373918627,-0.704949177,0.012107268,-0.292203109,0.43631287,-0.552424927,0.220122889,1.388649095,1.169979149,-0.921617318,-1.065561398,-0.344775277,0.515545122,-1.183435575,-0.729452264,-0.346830737,-0.06825739,-0.339273868,-0.497790375,-0.843774069,-0.432262886,0.906750768,0.113263869,0.166990852,-0.454907672,0.517816987,-0.180981685,-0.92930991,-0.542369906,-0.450082344,-0.329679122,RPMI
COLO678,Large Intestine,-0.114997594,-0.635262062,-0.850091473,0.008751778,-0.46851198,-0.377697733,0.428390804,-0.50032778,-0.465548418,-1.175085093,-0.521435992,-0.167612934,-0.192406827,-0.888627847,-0.172186739,-0.849361615,-0.714060322,-1.167789235,-0.064396494,-1.897448448,-1.670884741,-1.990685922,-2.282395454,-1.459794017,-2.845550461,-0.999060648,-1.075764966,-1.037606591,0.165888846,0.373576203,-0.501502024,0.795298919,-2.076418611,-2.803575171,-2.226744431,-3.476621774,-0.493363093,-0.300974879,-0.683869052,-0.333196719,-0.658627627,-0.897956943,RPMI
LAMA84,Haematopoietic And Lymphoid Tissue,-0.03345746,0.360745372,0.16882965,0.18389672,0.46778814,-0.034647287,-0.20925256,-0.071309948,-0.376699187,0.552802458,0.494379716,-0.073986635,-0.285895021,-0.311687772,-0.374347203,0.159944344,0.472180217,0.787902136,,0.281590146,0.049786437,-0.197527639,-0.039384304,0.433567382,0.020642738,0.027442005,0.158598593,0.387978094,-0.134116351,-0.011784854,0.436692749,-0.102292284,0.93902843,0.332458743,0.368833712,0.524660374,0.166740261,-0.069878673,,0.023220072,0.004391628,0.063240409,RPMI
CMLT1,Haematopoietic And Lymphoid Tissue,-0.109355145,-0.239029515,0.011350284,0.427135595,0.019693705,-0.308114483,-0.134071099,-0.180537844,0.205763744,0.385666768,0.857690655,0.917930118,0.271081887,1.633522655,-0.203430602,0.74720443,0.456654739,1.023900001,3.276844729,0.168899728,-0.4954343,-0.685726967,-0.092096147,0.503344864,-0.379737121,0.194526367,0.440117552,0.02185653,0.297523998,0.135468854,-0.009733461,-0.157690611,-2.493334219,0.312078303,0.729648807,0.775715222,-1.098098465,0.265267776,0,0.132100237,-0.100568994,-0.203176575,RPMI
EHEB,Haematopoietic And Lymphoid Tissue,0.082378315,0.025128502,0.610201804,0.397447776,0.951669096,0.317355195,0.398762548,0.31334181,0.429589417,1.466214432,0.960330406,-0.206820621,1.039918945,1.283527399,0.045128473,-0.245240558,1.147204065,0,-3.502326829,0.544153471,-0.483103426,-0.33552527,1.292325413,0.411171031,-1.306655319,-1.046094207,0.208238012,1.036303305,-0.401207899,-0.772529874,0.631514863,0.99953654,-0.019622946,-1.931694919,-0.845758763,0.272414754,-0.803604723,0.112243541,,0.329216759,0.179828614,0.112385987,RPMI
CAL54,Kidney,0.077177842,0.297423326,-0.049311387,-0.241146486,0.008650182,0.307148066,-0.09880912,0.327005288,0.530371153,-0.278192724,-0.045062671,-0.219895432,-0.115231047,0.571899639,0.132067337,-0.406046443,-0.339844874,-0.415756419,-3.268343407,-1.20225331,-1.518851004,-1.615605156,-0.468819719,-1.236193284,-1.147407083,-0.15413901,-0.026667191,-0.030643987,-0.00289903,0.147360049,0.708762617,1.187151446,-2.210540071,-1.563899379,-1.618140505,0.251373033,0.147989979,0.049189848,-0.169157671,-0.059088441,0.040804613,-0.212798422,DMEM wGln wPyr
BV173,Haematopoietic And Lymphoid Tissue,-0.241778624,-0.806714612,-0.511592676,0.231248356,0.006501399,-0.043268226,-0.191698141,-0.793023321,0.132927931,0.593899767,0.343070285,0.254426747,0.383912498,-0.116692848,-0.459190083,0.211474045,0.462332884,0.475484554,-0.375790036,-1.540370055,-1.10653906,-0.426405018,-0.362881149,-1.025054558,-0.54803525,-0.22271207,-0.272097967,0.227327171,0.26679644,-0.137457637,0.857564067,0.778395711,-0.170443071,-0.370365224,-0.57706932,0.857589871,-1.267641383,-0.059511044,-0.128691613,0.02399511,-0.267176207,-0.311289194,RPMI wGln
DOHH2,Haematopoietic And Lymphoid Tissue,-0.279302748,-1.366688589,-0.740323606,,-0.124654153,-0.338240457,-0.062211708,-0.892926615,-0.638326335,-0.088038051,-0.184562217,0.000776308,-0.416362186,-0.367312911,-0.230215058,-0.864703101,-0.064516168,-1.015646749,0.871691742,0.011724803,-1.863875994,-1.588937451,-0.944251242,0.051486559,-0.825462822,-1.601680415,-0.615937032,0.406563869,-0.404171649,-1.064806098,0.493766517,-0.148645773,-0.000391941,-0.78229401,-1.453107586,-0.568105653,-1.693673939,-0.336902054,-0.141501582,-0.367338902,-0.922880483,-0.719457153,RPMI
EOL1,Haematopoietic And Lymphoid Tissue,0.918478488,0.206844889,0.473881866,0.633356811,0.618936227,0.843648967,0.4765349,-0.185861436,-0.223473736,1.047686242,0.946094146,0.671153043,0.703026951,-0.910537805,0.799268816,0.645351363,0.877445897,-0.015004985,1.749994932,0.131750362,0.850551278,0.139970972,1.271804802,1.000752828,1.000531015,1.073771317,0.375219886,1.520789198,1.129817231,0.119089639,1.509089191,1.190699434,0.073929971,-0.478840569,-0.811885682,-0.768656308,0.323984639,0.938814362,4.894331732,1.046160337,0.08829256,0.162253878,RPMI
LP1,Haematopoietic And Lymphoid Tissue,-0.087023246,-0.751518602,-0.228561919,0.567982095,-0.378770055,-0.44754143,-0.17819243,-0.233395664,-0.911792085,0.001189304,0.381891546,0.515543268,0.843662468,-0.738772412,-0.181259313,-0.213195514,-0.196411342,-0.087477367,-0.481670139,-0.96290804,0.759079282,2.153358109,-0.166217045,-1.716393536,0.527665288,2.107502792,0.008255932,-2.543404466,-0.56492645,1.393031185,-2.543132169,-1.794922819,-0.43612114,-0.628485663,0.583334401,0.241383508,-1.07437228,0.019619437,0.085115517,0.033700145,0.109331241,-0.263020033,IMDM
LXF289,Lung,0.009503462,0.042190772,0.539365982,-0.170959761,-0.271309889,-0.001750527,0.420139517,0.369153386,-0.188205255,-0.668622764,-0.196031123,-0.056901254,0,-0.415414381,0.005661427,0.287393897,-0.225914878,0.466187898,,0.058531754,-0.07688241,-0.857521986,-0.56189684,0.091479367,-0.437433894,-0.430045323,0.190714349,-0.092624057,-0.329311177,0.013983222,0.158532048,0.471450158,1.019018267,0.536724224,-0.018747376,0.202360964,0.700320309,-0.031421889,,0.004339417,0.074647374,-0.1518256,F10
MONOMAC1,Haematopoietic And Lymphoid Tissue,-0.621586433,-0.459052594,-0.541092261,-0.965449413,-0.584006032,-0.422237102,-0.131270637,-0.663333067,-1.414456301,-0.102472987,-0.169156783,-0.374545546,-0.31440038,-1.152276839,-0.338042596,-1.137765765,-0.283668785,-1.657818102,1.1221396,0.625529199,0.152328336,-0.105207119,0.089528976,0.399497013,0.248329297,0.631144524,-0.058309373,0.157350584,-0.019715153,-0.456728791,-0.257628144,-0.500320941,0.162868013,-0.294778231,-0.609833156,-0.708282999,0.325094678,0.035541598,0.771559613,-0.056613115,-0.478739198,-1.04180522,RPMI wGln wPyr
PL21,Haematopoietic And Lymphoid Tissue,0.010398755,-0.487339756,-0.263068603,0.313765307,-0.087966751,-0.159004428,-0.442795747,-1.213685371,0.120857861,0.726086964,0.422619609,0.297936511,0.11190193,0.783364794,-0.211588691,-0.059272819,0.510329216,-0.360837502,-1.350450929,1.482076449,0.981330417,0.355195437,0.861507258,1.297878205,0.639593129,0.627318983,-0.670793278,0.847491173,-0.163575621,-1.471316662,-1.12256317,-1.838865406,0.937167866,0.54490045,0.811133715,0.425819348,0.043811038,0.044998147,1.359474885,0.114379714,-0.369318746,-0.676866254,RPMI
PF382,Haematopoietic And Lymphoid Tissue,-0.088611064,-0.8995822,-0.668339817,0.514560747,-0.016524321,-0.499974491,-0.769173047,-1.389375634,0.734153436,1.277755339,0.386500484,0.116671542,-0.508358425,1.260018235,-0.451007114,0.356922307,0.508422776,0.648635224,,0.462878288,0.207644815,-0.067270957,-0.321371816,0.105019557,0.183758561,-0.096038928,-0.396506705,0.082404152,0.04192049,-0.488236271,-0.153737669,-0.329718297,1.094149552,1.274278849,0.69891616,0.289253171,-0.191802629,-0.278978081,,-0.114604121,-0.89528484,-1.367942315,RPMI
OCIAML2,Haematopoietic And Lymphoid Tissue,-0.461036339,-0.243104051,-0.480419755,1.118905663,-0.000438485,-0.337269018,-0.225431531,0.045048906,0.079976128,-0.089065688,0.155999389,0.135941274,0.47881674,0.102272608,-0.306888982,-0.33185843,0.209698673,-0.112910217,-3.978448027,0.245281804,0.092420433,0.342630398,-0.088128025,0.089210944,0.049862939,-0.942546017,-0.245500622,-0.170928033,-0.492635238,0.078472429,-0.38841425,-0.989174986,-0.474991501,-0.565480775,-0.387304986,-1.763523112,-0.033786661,-0.393408834,-0.564379283,0.003405275,-0.674150942,-1.927448916,RPMI
MHHCALL3,Haematopoietic And Lymphoid Tissue,-0.465134441,-1.046527486,-0.805144051,-0.783740986,-0.865130251,-0.755109436,-0.208475267,-0.840858163,-1.201406747,-0.979801518,-1.078760655,-0.687654455,-0.453414335,-1.252566707,-0.757927806,-0.952352895,-0.51110277,-0.93226816,0.183816943,-0.948688317,-0.805221329,0.139195232,-0.491057569,-0.928175254,-0.779969122,-1.478631649,-0.496710356,-0.365867344,-0.681538403,-0.968940698,0.096835482,-0.305516549,-0.921176446,-0.902777088,-1.291229826,-0.42566394,-0.681231752,-0.637925926,-1.332762024,-0.766495006,-0.533362451,-0.206020191,RPMI
JURLMK1,Haematopoietic And Lymphoid Tissue,-0.334775693,-0.64717949,-0.042243214,0.189152239,-0.107951297,-0.326112512,-0.556913095,-0.764332639,-0.566362922,0.884120303,0.494636867,0.054052771,0.1175753,0.214537986,-0.13116112,0.419208304,-0.096667487,0.403657941,-1.102803654,-0.605608618,-0.461150077,-0.256012901,-0.305087636,-0.437360286,0.132492034,0.241127111,0.014839495,-0.150341571,0.075687858,0.094364997,-0.871850767,-0.6408289,0.070929885,0.208973697,0.108384636,0.454724371,-0.812276312,-0.291627162,-0.191976605,-0.40375037,-0.089224584,0.057671524,RPMI
OCIAML5,Haematopoietic And Lymphoid Tissue,-0.323549649,-0.347622881,-0.311075468,-0.149452293,-0.82401915,-0.826996232,0.228730177,-0.272826096,-0.546081279,-0.592002738,-0.449572611,-0.156949876,-0.260292549,-0.928865467,-0.352206404,-0.680686379,-0.201104939,-0.488920417,0.131546405,2.214905913,1.755616576,3.113793079,0.761324583,0.450010975,0.445880388,-1.427736694,-1.188249162,-1.916043189,-1.520552207,-1.671985057,-3.21080856,-3.26777287,0.798124319,0.998251088,1.489953703,1.917582038,0.615866854,-0.44681774,-0.981749526,-0.595175654,-0.144676378,0.483491772,Alpha-MEM
KE37,Haematopoietic And Lymphoid Tissue,-0.10938802,-0.375529375,-0.254102621,0.255339054,-1.059392311,-0.885771428,-0.412575563,-0.452572723,-0.794065696,-0.790149276,-0.002760844,0.130526367,0.751946361,-0.188148438,-0.822904672,-0.102607633,0.009987032,0.488944144,-2.296466641,1.738127721,2.529663514,2.243422627,1.179803226,-0.52622311,0.190142467,-0.583830372,-1.60698675,-3.0858975,-2.688887071,-2.937711713,-3.958995423,-4.780194218,0.403615056,2.142038266,1.962213363,0.484035347,1.09072424,-0.334136054,-0.613101396,-0.179114083,-0.347386956,-0.09751334,RPMI
JK1,Haematopoietic And Lymphoid Tissue,0.056144623,-0.047446647,-0.1584158,0.173267216,-0.470715967,-0.198472878,0.506790738,0.717657366,-0.524245575,-0.855388718,-0.285998543,0.597912207,0.535507658,-0.687222086,-0.117840221,-0.194303998,0.188538076,0.261755895,,0.237816624,0.783525183,0.805523498,0.342505371,0.307772857,0.595921705,0.54652431,0.27374537,0.034859077,0.02827362,-0.280909954,-1.294084862,-1.046805592,0.269675994,0.644531596,0.59197924,0.680228667,0.400564513,-0.17225141,,0.015936355,0.002634826,-0.004237132,RPMI
RI1,Haematopoietic And Lymphoid Tissue,0.037611926,-0.198216408,0.140927136,0.443894812,-0.158922245,-0.006605662,0.059018272,-0.861492184,-0.530067413,0.455784975,0.830500811,0.901725748,0.417407023,0.190189824,-0.062290703,-0.061937289,0.369074678,0.028471616,,-0.304667417,-1.517106725,-1.402460145,-1.283090508,-0.104819006,-0.917379667,-1.345006539,-0.151852291,0.890476267,-0.073252351,-0.400442311,0.66996526,0.490494988,-0.010373314,-0.989062184,-1.577542462,-1.427656872,0.623091898,-0.105531246,,0.111693929,-0.602770745,-1.15945983,RPMI
KARPAS422,Haematopoietic And Lymphoid Tissue,-1.857697896,-0.678270811,-0.591791395,0.157866768,0.247810472,-0.275768035,-0.193616818,0.270051156,0.60209457,0.032522204,-0.312125065,-0.850405089,-0.151981834,0.012313082,0.039333998,-1.192666443,0.435801421,-0.87101197,3.473194765,-0.27708379,-0.23498634,2.331592895,1.129875036,-0.393216724,-1.5231038,-1.887767555,-1.177203675,-1.197196641,-2.08108043,-2.562195727,2.222361569,1.371748971,-1.016452003,-1.08378667,-0.216307158,1.458957645,-0.125774644,-0.054362912,-0.062884331,-0.068345518,-0.106568365,0.300925235,RPMI
L540,Haematopoietic And Lymphoid Tissue,-0.128535519,-0.193029749,0.339063212,0.333873023,0.935312836,0.085229342,-0.675445405,-1.825370449,0.474634568,0.893461953,0.256925106,-0.316420939,-1.210062622,0.60970156,0.02549721,-0.136785185,-0.205558481,-0.142011162,,-0.540162536,-0.048851897,-0.221010809,-0.798967722,-0.706801764,0.037837854,-0.056689718,-0.371160845,-0.407896734,0.639169772,0.644016044,0.169540701,0.611009674,-0.099874801,0.176350486,-0.051327621,-0.487000247,-0.715557322,-0.062558363,,-0.001705838,-0.278285465,-0.448473197,RPMI
CAL78,Bone,-0.41092936,-0.256336887,0.164294261,-0.495783497,-0.440518277,-0.149091067,-0.063052768,-0.568242585,0.247252395,-0.392857647,-0.469900824,-0.526568801,-0.116954752,0.078915866,-0.605667321,0.078663107,0.048168911,-0.127048999,-1.471803168,0.000719118,0.490188379,0.991782041,0.265998012,-0.003209871,-0.621018803,0.3647432,-0.006124782,-0.207216609,-0.301799775,-0.085173473,-0.783206571,-0.556998538,-0.050620593,0.166677922,-0.225517253,-0.756248112,0.167204309,-0.384811072,0.072125932,-0.03502348,-0.211961188,0.379745371,RPMI
HDQP1,Breast,-0.038076712,-0.527611354,-0.442697713,0,0.291279875,-0.11395527,-0.565305851,0.062576044,0.293847232,0.203203563,-0.128932968,-0.683172798,-0.539283963,0.222961984,-0.659505359,-0.024539495,-0.205048818,-0.414505574,-1.051700581,0.191230574,-0.359449066,-0.423908781,-0.275854733,0.31609249,-0.324294471,-0.453892903,-0.002131819,-0.105782661,-0.147706202,-0.289211396,0.560956504,0.00911454,-0.890706541,-0.582703068,-1.085283428,-0.569941744,-0.144283985,-0.419358694,0.228605994,1.797563016,0.248545575,0.125842914,DMEM
MHHCALL4,Haematopoietic And Lymphoid Tissue,0.377863696,-0.174213964,-0.147836133,0.344585396,0.313158005,0.387529538,0.294956195,-0.251334127,-0.005365728,0.189055705,0.368240756,0.502132103,0.279563921,-0.269906914,0.098561042,0.23966709,0.322875675,0.113190311,,-0.344202073,-0.561460101,-0.453917477,-0.028340308,-0.196070375,-0.294837471,-0.099319709,0.122787582,0.497121406,0.184457635,0.024217962,1.277591218,0.609830855,0.188735763,-0.391342669,-0.132853173,0,-0.186014318,0.106033563,,0.278924355,0.316670577,0.64142331,RPMI
MUTZ5,Haematopoietic And Lymphoid Tissue,0.069141493,-0.241034529,-0.964739157,-0.296376025,-0.168398355,-0.076858798,0.27294443,-0.326175999,-0.40708267,0.432122219,0.324351276,0.435436106,0.28863834,-0.267164821,0.118690067,-0.293053899,0.584602518,-0.10925889,0.215666109,-0.287391582,-0.493955964,1.936013859,-0.422154874,-0.454763159,-0.461091563,0.237564528,0.000580758,0.525101946,-0.227797272,-0.166063455,1.044268765,0.533260029,-0.11260336,-0.127171041,-0.490028092,1.551491092,-0.580800916,-0.082619565,0.080243915,0.089747673,0.068304509,0.341988224,RPMI
HDLM2,Haematopoietic And Lymphoid Tissue,-0.101757794,-0.030662786,0.745242466,-0.557302071,-0.187306616,-0.240100875,-0.166933244,0.323146387,-0.036082041,-0.258456576,-0.267692791,-0.959809438,-0.712025354,-0.355268851,-0.074599624,0.294735026,-0.404454631,0.030496123,2.433757639,1.402706689,0.653939906,1.122005048,0.750864564,0.597174156,-0.218939257,-0.122513394,-0.246014518,-0.099978365,-0.284961057,-0.256097632,-0.331607496,-0.250968693,0.945271489,0.91504256,1.169129567,1.563308031,0.308147978,-0.206300641,-0.32988475,-0.121406571,-0.58107406,-0.465239127,RPMI
KOPN8,Haematopoietic And Lymphoid Tissue,-0.544669565,-0.93510784,-0.569825499,-0.000508094,-0.184623496,-0.642669826,-0.006454262,-0.392950504,-0.203126063,-0.18975424,-0.093210536,0.142302099,-0.435626083,-0.226491267,-0.24986533,-0.5049372,-0.573579152,-0.77113121,2.588746862,0.024251913,-0.446821622,0.476272287,-0.663454177,-0.014142793,-0.799792108,-0.995052096,-0.657208754,0.317516714,-0.543051094,-0.711258193,0.225362728,-0.590007568,0.563937439,-0.54781027,-1.068852775,-0.393012079,-0.139379708,-0.254939639,-0.643258982,-0.299477062,-0.555324319,-0.828536743,RPMI
SCLC21H,Lung,-0.13992291,0.059044534,-0.377365169,,-0.17597921,-0.133372553,0.188158783,-0.585888601,-0.092755943,0.2974966,0.360096341,0.444663717,0.433844934,0.331786943,-0.140192224,0.325516508,0.316263078,0.616703761,-0.794492151,0.004425256,1.372640393,1.086128565,0.177227795,-0.607236768,0.709468802,1.883024141,0.598471924,-1.077640653,-0.56231662,-0.003100137,-1.442431471,-1.937669936,0.273106867,1.616208914,0.690038909,-0.413786719,0.135873844,0.034659801,-0.009074844,-0.399557604,0.227419774,0.121897881,DMEM
CALU3,Lung,-0.71820887,-0.629893804,-0.520022115,-4.404702097,0.442406424,-0.15385921,-0.118825422,-0.270994097,-0.457666035,0,-0.282069383,-0.620465749,-0.819536859,-0.463337604,0.199073989,-0.376215845,-0.659808026,-0.860732365,0.328379572,0.232104857,-0.123774204,-0.175882832,-0.184294985,-0.191956363,-0.263547327,-0.138114478,0.216367861,-0.307770926,0.012224021,0.024823196,-0.538082879,0.044517293,-0.606419476,-0.581038629,-0.986904668,-0.604690077,-0.60040989,-0.180322427,-0.591955679,-0.125674277,-0.011850452,0.214886199,RPMI
NCIH1435,Lung,0.135055815,0.129633705,-0.099977156,0.213420079,-0.331754218,0.239500386,0.280188466,-0.161094489,0.418687886,-0.018706492,-0.080467274,0.149214511,0.077578163,0.736022692,-0.066605612,0.007629989,0.285101439,0.011241694,,0.385610073,-0.214495435,-1.144135815,-0.970432948,0.507603118,-0.118771203,-1.258722736,0.140659973,0.382499037,-0.290297107,-0.632811779,0.359390685,0.031234085,0.323077618,0.037810771,0.111546473,-0.958040609,1.018513082,0.033252423,0.111761997,0.001701751,0.132355804,0.159814242,RPMI
